# Blue solid curve from Fig 3 left panel of https://arxiv.org/abs/2202.11024
# This result is from stochastic gravitational-wave background constrains for LIGO-Virgo-KAGRA O3 run
# data from https://github.com/gwastro/subsolar-O3-search
# PBHmass f_PBH
0.05 9.4117e-02
0.15 5.1180e-02
0.25 3.8651e-02
0.35 3.2173e-02
0.45 2.8084e-02
0.55 2.5216e-02
0.65 2.3069e-02
0.75 2.1388e-02
0.85 2.0028e-02
0.95 1.8900e-02
1.05 1.7947e-02
